metadata;file;mappings;datatype;
beginningDateTime;*.nc;validity_start;DateTime
endingDateTime;*.nc;validity_stop;DateTime
processingDate;*.nc;creation_date;DateTime
processingCenter;*.nc;institution;String
processorVersion;*.nc;version;String
productType;*.nc;dataset_name;String
productClass;*.nc;regex-match(dataset_name, 'OPER|OFFL|NRTI', 0);String
platformShortName;static;Sentinel-5P;String
